[1/3/2021 0:29:55] /a 10
[1/3/2021 0:29:55] /a 10
[1/3/2021 0:29:55] /a 10
[1/3/2021 0:29:56] /a 10
[1/3/2021 0:29:56] /a 10
[1/3/2021 0:29:56] /a 10
[1/3/2021 0:29:57] /a 10
[1/3/2021 0:29:57] /a 10
[1/3/2021 0:29:57] /a 10
[1/3/2021 0:29:58] /a 10
[1/3/2021 0:37:55] /goto hyro
[1/3/2021 0:38:33] /down
[1/3/2021 0:38:35] /a 2
[1/3/2021 0:38:36] /a 2
[1/3/2021 0:38:39] /a 30
[1/3/2021 0:38:39] /a 30
[1/3/2021 0:38:41] /a 30
[1/3/2021 0:38:44] /a 30
[8/3/2021 0:58:55] /a 34
[8/3/2021 0:58:55] /a 34
[8/3/2021 0:58:57] /a 34
[8/3/2021 0:58:57] /a 34
[8/3/2021 0:58:57] /a 34
[8/3/2021 0:58:58] /a 34
[8/3/2021 0:58:59] /a 34
[8/3/2021 0:59:0] /a 34
[8/3/2021 0:59:5] /a 10
[8/3/2021 0:59:5] /a 10
[8/3/2021 0:59:10] /c Sasukeeeeee
[8/3/2021 1:0:37] /i cetro rikkudou
[8/3/2021 1:1:31] /r
[8/3/2021 1:1:40] /i sharingan shuriken
[8/3/2021 1:1:50] /i royal shuriken
[8/3/2021 1:2:9] /i needle
[8/3/2021 1:3:25] /i cetro rikkudou
[8/3/2021 1:3:43] /i shuriken
[8/3/2021 1:3:47] /i sand shuriken
[8/3/2021 1:4:13] /i raiton shuriken
[8/3/2021 1:6:38] /i bashosen
[8/3/2021 1:8:51] /r
[8/3/2021 1:8:51] /r
[8/3/2021 1:8:52] /r
[8/3/2021 1:8:53] /r
[8/3/2021 1:8:54] /r
[8/3/2021 1:8:54] /r
[8/3/2021 1:8:55] /r
[8/3/2021 1:8:56] /r
[8/3/2021 1:8:57] /r
[8/3/2021 1:11:21] /t Sasukeeeeee
[8/3/2021 1:12:49] /t
[8/3/2021 3:55:35] /goto crystal vilarejo
[8/3/2021 3:56:28] /attr action 16203
[8/3/2021 3:56:29] /attr action 16203
[8/3/2021 3:56:31] /attr action 16203
[8/3/2021 3:56:32] /attr action 16203
[8/3/2021 3:56:35] /attr action 16203
[8/3/2021 3:56:36] /attr action 16203
[8/3/2021 3:56:37] /attr action 16203
[8/3/2021 3:56:39] /a 2
[8/3/2021 3:56:41] /attr action 16203
[8/3/2021 4:1:28] /t
[8/3/2021 22:42:36] !missao
[8/3/2021 23:37:42] /goto kabuto boss
[8/3/2021 23:39:24] /t
[8/3/2021 23:39:43] /goto the nice fox
[8/3/2021 23:39:48] /goto the nice fox
[8/3/2021 23:39:49] /goto the nice fox
[8/3/2021 23:39:50] /goto the nice fox
[8/3/2021 23:39:50] /goto the nice fox
[8/3/2021 23:39:51] /goto the nice fox
[8/3/2021 23:39:51] /goto the nice fox
[8/3/2021 23:39:52] /goto the nice fox
[8/3/2021 23:39:53] /goto the nice fox
[8/3/2021 23:39:53] /goto the nice fox
[8/3/2021 23:39:53] /goto the nice fox
[8/3/2021 23:39:54] /goto the nice fox
[8/3/2021 23:39:55] /goto the nice fox
[8/3/2021 23:39:56] /goto the nice fox
[8/3/2021 23:39:56] /goto the nice fox
[8/3/2021 23:39:57] /goto the nice fox
[8/3/2021 23:39:57] /goto the nice fox
[8/3/2021 23:39:57] /goto the nice fox
[8/3/2021 23:39:58] /goto the nice fox
[8/3/2021 23:39:58] /goto the nice fox
[8/3/2021 23:40:1] /goto the nice fox
[8/3/2021 23:40:2] /goto the nice fox
[8/3/2021 23:40:3] /goto the nice fox
[8/3/2021 23:40:4] /goto the nice fox
[8/3/2021 23:40:6] /goto the nice fox
[8/3/2021 23:45:40] /t
[8/3/2021 23:59:10] /b Quem for da ther order e tiver o Log todo desde as 20:29 
[9/3/2021 0:29:40] /goto strong anbu defender
[9/3/2021 0:33:56] /c zeus
[9/3/2021 0:34:1] /t zeus
[9/3/2021 0:34:14] /t
[9/3/2021 1:10:52] /b Galera irei ter que reiniciar o servidor para resolver um bug! dentro de 5 minutos irá reiniciar e mais 5 minutos para voltar !
[9/3/2021 1:10:54] /b Galera irei ter que reiniciar o servidor para resolver um bug! dentro de 5 minutos irá reiniciar e mais 5 minutos para voltar !
[9/3/2021 1:10:55] /b Galera irei ter que reiniciar o servidor para resolver um bug! dentro de 5 minutos irá reiniciar e mais 5 minutos para voltar !
[9/3/2021 1:10:55] /b Galera irei ter que reiniciar o servidor para resolver um bug! dentro de 5 minutos irá reiniciar e mais 5 minutos para voltar !
[9/3/2021 1:11:30] /shutdown 5
[9/3/2021 1:15:22] /goto play anbu
[9/3/2021 1:15:27] /save
[9/3/2021 1:15:32] /up
[9/3/2021 1:16:58] /closeserver
[9/3/2021 1:17:7] /goto crystal vilarejo
[9/3/2021 1:17:10] /c teste four
[9/3/2021 1:17:18] /t 
[9/3/2021 1:17:27] /t teste four
[9/3/2021 1:18:3] /save
[9/3/2021 1:18:6] /shutdown
[9/3/2021 1:18:29] /closeserver
[9/3/2021 1:31:49] /shutdown
[9/3/2021 1:32:13] /closeserver
[9/3/2021 1:32:33] /goto crystal vilarejo
[9/3/2021 1:32:36] /a 
[9/3/2021 1:32:42] /c teste four
[9/3/2021 1:51:19] /shutdown
[9/3/2021 1:51:42] /closeserver
[9/3/2021 1:51:51] /goto crystal vilarejo
[9/3/2021 1:52:5] /c teste four
[9/3/2021 1:53:28] /t
[9/3/2021 1:53:34] /c teste four
[9/3/2021 1:54:4] /goto crystal vilarejo
[9/3/2021 1:54:12] /c teste four
[9/3/2021 1:55:56] /shutdown
[9/3/2021 1:56:27] /closeserver
[9/3/2021 1:56:37] /goto crystal vilarejo
[9/3/2021 1:56:40] /a
[9/3/2021 1:56:44] /c teste four
[9/3/2021 1:56:52] /t teste four
[9/3/2021 1:58:1] /t
[9/3/2021 1:58:53] /shutdown
[9/3/2021 1:59:28] /closeserver
[9/3/2021 1:59:36] /goto crystal vilarejo
[9/3/2021 1:59:56] /a
[9/3/2021 1:59:59] /c teste four
[9/3/2021 2:7:49] /shutdown
[9/3/2021 2:8:14] /closeserver
[9/3/2021 2:8:24] /goto crystal vilarejo
[9/3/2021 2:8:36] /a
[9/3/2021 2:8:40] /c teste four
[9/3/2021 2:8:44] /t
[9/3/2021 2:8:46] /c teste four
[9/3/2021 2:8:59] /save
[9/3/2021 2:9:0] /save
[9/3/2021 2:9:1] /save
[9/3/2021 2:9:2] /shutdown
[9/3/2021 2:9:31] /closeserver
[9/3/2021 2:23:39] /shutdown
[9/3/2021 2:24:4] /closeserver
[9/3/2021 2:24:16] /goto crystal vilarejo
[9/3/2021 2:24:19] /a 
[9/3/2021 2:24:38] /c teste four
[9/3/2021 2:25:4] /t teste four
[9/3/2021 2:30:8] /shutdown
[9/3/2021 2:30:33] /closeserver
[9/3/2021 2:30:41] /goto crysta vilarejo
[9/3/2021 2:30:46] /goto crystal vilarejo
[9/3/2021 2:30:50] /a 2
[9/3/2021 2:30:56] /c teste four
[9/3/2021 2:39:21] /t
[9/3/2021 2:58:51] /shutdown
[9/3/2021 2:59:15] /closeserver
[9/3/2021 3:7:44] /shutdown
[9/3/2021 3:8:7] /ghost
[9/3/2021 3:8:12] /closeserver
[9/3/2021 3:8:30] /goto crystal vilarejo
[9/3/2021 3:8:57] /c teste four
[9/3/2021 3:9:7] /t teste four
[9/3/2021 3:10:24] /closeserver
[9/3/2021 3:10:29] /shutdown
[9/3/2021 3:11:39] /goto crystal vilarejo
[9/3/2021 3:11:42] /a 
[9/3/2021 3:11:44] /c Play Anbu
[9/3/2021 3:11:48] /t Play Anbu
[9/3/2021 3:11:49] /t
[9/3/2021 3:44:53] /ghost
[9/3/2021 3:45:2] /goto Sasukeeeeee
[9/3/2021 4:2:53] /mc
[9/3/2021 21:34:37] /goto shukakuu
[9/3/2021 21:34:45] /r
[9/3/2021 21:34:49] /i 1026
[9/3/2021 21:49:5] /goto shukakuu
[9/3/2021 21:49:7] /goto shukakuu
[9/3/2021 21:49:14] /reload monster
[9/3/2021 21:59:55] /t
[9/3/2021 22:0:10] /r
[9/3/2021 22:0:12] /goto [BUY] Sakura
[9/3/2021 22:0:14] /r
[9/3/2021 22:0:14] /goto [BUY] Sakura
[9/3/2021 22:0:16] /r
[9/3/2021 22:0:18] /r
[9/3/2021 22:0:21] /r
[9/3/2021 22:0:23] /goto /goto [BUY] Sakura
[9/3/2021 22:0:24] /goto [BUY] Sakura
[9/3/2021 22:0:26] /r
[9/3/2021 22:0:27] /goto [BUY] Sakura
[9/3/2021 22:0:29] /r
[9/3/2021 22:0:30] /goto [BUY] Sakura
[9/3/2021 22:0:33] /goto [BUY] Sakura
[9/3/2021 22:0:34] /goto [BUY] Sakura
[9/3/2021 22:0:34] /goto [BUY] Sakura
[9/3/2021 22:0:34] /goto [BUY] Sakura
[9/3/2021 23:13:20] /goto [BUY] Sakura
[9/3/2021 23:13:27] /t
[9/3/2021 23:13:35] /goto staminer vip
[9/3/2021 23:13:49] /i 2160
[9/3/2021 23:27:44] /t
[9/3/2021 23:28:42] /goto Taylor The One
[9/3/2021 23:28:48] /t
[9/3/2021 23:28:55] /goto Premium Task
[9/3/2021 23:29:3] /c Taylor The One
[9/3/2021 23:29:17] /c taylor the one
[9/3/2021 23:30:17] /c teste four
[9/3/2021 23:30:23] /i kisame
[9/3/2021 23:33:37] /i minato
[9/3/2021 23:39:33] /i tsunade
[9/3/2021 23:45:33] /goto Mirai Power Abuse
[9/3/2021 23:45:40] /goto teste four
[10/3/2021 0:6:2] /i minato
[10/3/2021 0:6:56] /reload monster
[10/3/2021 0:8:19] /reload monster
[10/3/2021 0:10:50] /reload monster
[10/3/2021 0:11:2] /goto sasuke akatsuki boss
[10/3/2021 0:11:9] /goto teste four
[10/3/2021 0:13:12] /reload spells
[10/3/2021 0:16:32] /reload monster
[10/3/2021 0:16:34] /r
[10/3/2021 0:16:35] /i tsunade
[10/3/2021 0:18:52] /reload monster
[10/3/2021 0:18:55] /m katsuyu
[10/3/2021 0:19:8] /r
[10/3/2021 0:19:10] /r
[10/3/2021 0:20:41] /reload spells
[10/3/2021 0:22:6] /i kisame
[10/3/2021 0:23:49] /reload spells
[10/3/2021 0:24:56] /reload spells
[10/3/2021 0:29:51] /attr vocation 7
[10/3/2021 0:30:55] /i anbu
[10/3/2021 0:36:45] /i speed boots
[10/3/2021 0:37:13] /i kisame
[10/3/2021 0:45:10] /reload spells
[10/3/2021 0:45:35] /reload spells
[10/3/2021 0:46:53] /r
[10/3/2021 0:59:48] /c taylor
[10/3/2021 0:59:54] /i tsunade
[10/3/2021 1:36:39] /reload spells
[10/3/2021 1:38:26] /reload spells
[10/3/2021 1:39:31] /reload spells
[10/3/2021 1:42:51] /t taylor
[10/3/2021 1:43:10] /t taylor the one
[10/3/2021 1:49:24] /t
[10/3/2021 1:49:33] /a
[10/3/2021 1:49:33] /a
[10/3/2021 1:49:39] /n [BUY] Sakura
[10/3/2021 1:49:47] /c [BUY] Sakura
[10/3/2021 3:3:27] /save
[10/3/2021 4:53:57] /save
[10/3/2021 4:55:32] /save
[10/3/2021 5:10:13] /save
[10/3/2021 21:34:19] /goto aluc cadeirante
[10/3/2021 21:34:25] /goto aluc caderante
[10/3/2021 21:34:28] /goto shukakuu
[10/3/2021 21:36:52] /b Evento PvP hoje ? Votem no discord.
[10/3/2021 21:36:55] /b Evento PvP hoje ? Votem no discord.
[10/3/2021 21:36:57] /t
[10/3/2021 23:26:59] /goto tsunade senju
[11/3/2021 0:20:38] /goto shukakuu
[11/3/2021 0:25:1] /t
[11/3/2021 0:25:9] /goto premium task
[11/3/2021 0:28:14] /reload spells
[11/3/2021 0:39:25] /ghost
[11/3/2021 0:39:36] /attr vocation 22
[11/3/2021 0:40:9] /c teste three
[11/3/2021 0:45:7] /reload spells
[11/3/2021 0:48:11] /reload spells
[11/3/2021 1:3:8] /reload spells
[11/3/2021 1:3:16] /reload spells
[11/3/2021 1:3:40] /reload spells
[11/3/2021 1:49:5] /save
[11/3/2021 23:1:32] /b Eventinho PVP?
[11/3/2021 23:1:35] /t
[11/3/2021 23:1:38] /ghost
[11/3/2021 23:1:45] /a 20
[11/3/2021 23:1:46] /a 20
[11/3/2021 23:2:19] /attr uniqueid 7054
[11/3/2021 23:2:31] /attr uniqueid, 7055
[11/3/2021 23:2:35] /attr unique 7055
[11/3/2021 23:2:42] /attr unique 7054
[11/3/2021 23:3:1] /i 1026
[11/3/2021 23:3:3] /i 1026
[11/3/2021 23:3:12] /i 1025/i 1026
[11/3/2021 23:3:15] /i 1025
[11/3/2021 23:3:19] /i 1026
[11/3/2021 23:3:22] /r
[11/3/2021 23:3:25] /i 1025
[11/3/2021 23:3:26] /i 1025
[11/3/2021 23:3:26] /i 1025
[11/3/2021 23:3:30] /i 1026
[11/3/2021 23:3:34] /a
[11/3/2021 23:3:34] /i 1026
[11/3/2021 23:3:37] /i 1026
[11/3/2021 23:3:40] /i 1026
[11/3/2021 23:4:28] /a 20
[11/3/2021 23:4:31] /a 5
[11/3/2021 23:8:50] /b quem for querer particar do evento, level 250 ~ 399 : Me mande Msg!
[11/3/2021 23:8:51] /b quem for querer particar do evento, level 250 ~ 399 : Me mande Msg!
[11/3/2021 23:8:56] /b quem for querer particar do evento, level 250 ~ 399 : Me mande Msg!
[11/3/2021 23:17:44] /b irei começar a puxar 20:30
[11/3/2021 23:18:9] /b Se caso eu ver que não vai bater o numero de players suficiente, irei cancelar o evento.
[11/3/2021 23:18:35] /b quem for querer particar do evento, level 250 ~ 399 : Me mande Msg!
[11/3/2021 23:18:36] /b quem for querer particar do evento, level 250 ~ 399 : Me mande Msg!
[11/3/2021 23:18:36] /b quem for querer particar do evento, level 250 ~ 399 : Me mande Msg!
[11/3/2021 23:18:36] /b quem for querer particar do evento, level 250 ~ 399 : Me mande Msg!
[11/3/2021 23:18:37] /b quem for querer particar do evento, level 250 ~ 399 : Me mande Msg!
[11/3/2021 23:18:37] /b quem for querer particar do evento, level 250 ~ 399 : Me mande Msg!
[11/3/2021 23:18:37] /b quem for querer particar do evento, level 250 ~ 399 : Me mande Msg!
[11/3/2021 23:18:38] /b quem for querer particar do evento, level 250 ~ 399 : Me mande Msg!
[11/3/2021 23:19:4] /i 10127
[11/3/2021 23:19:47] /goto joao frango
[11/3/2021 23:22:5] /t
[11/3/2021 23:22:11] /a 10
[11/3/2021 23:22:11] /a 10
[11/3/2021 23:22:12] /a 10
[11/3/2021 23:22:12] /a 10
[11/3/2021 23:22:12] /a 10
[11/3/2021 23:22:56] /b quem for querer particar do evento, level 250 ~ 399 : Me mande Msg!
[11/3/2021 23:22:56] /b quem for querer particar do evento, level 250 ~ 399 : Me mande Msg!
[11/3/2021 23:22:56] /b quem for querer particar do evento, level 250 ~ 399 : Me mande Msg!
[11/3/2021 23:34:25] /b Evento cancelado.
[11/3/2021 23:34:27] /t
[11/3/2021 23:35:1] /b quem for querer particar do evento, level 400 ~ 499 : Me mande Msg!
[11/3/2021 23:38:8] /b Cancela esse evento ai kk, irei preparar outro.
[11/3/2021 23:38:11] /t
[11/3/2021 23:38:19] /goto premium task
[11/3/2021 23:39:28] /i itachi
[11/3/2021 23:40:32] /i 11508
[11/3/2021 23:42:33] /m itachi uchiha
[11/3/2021 23:44:17] /reload monster
[11/3/2021 23:44:34] /m itachi uchiha
[11/3/2021 23:45:9] /reload monster
[11/3/2021 23:45:14] /m itachi uchiha
[11/3/2021 23:45:27] /reload monster
[11/3/2021 23:45:31] /m itachi uchiha
[11/3/2021 23:46:0] /reload monster
[11/3/2021 23:46:10] /m itachi uchiha
[11/3/2021 23:46:28] /reload monster
[11/3/2021 23:46:37] /m itachi uchiha
[11/3/2021 23:46:47] /reload monster
[11/3/2021 23:47:1] /reload monster
[11/3/2021 23:47:17] /m itachi uchiha
[11/3/2021 23:48:7] /t
[11/3/2021 23:48:47] /b Preparem-se Itachi Uchiha está pronto para invadir a Sala de Invasão!
[11/3/2021 23:48:48] /b Preparem-se Itachi Uchiha está pronto para invadir a Sala de Invasão!
[11/3/2021 23:48:49] /b Preparem-se Itachi Uchiha está pronto para invadir a Sala de Invasão!
[11/3/2021 23:48:49] /b Preparem-se Itachi Uchiha está pronto para invadir a Sala de Invasão!
[11/3/2021 23:50:39] /b Preparem-se Itachi Uchiha está pronto para invadir a Sala de Invasão! 21:00hrs ele irá aparecer!
[11/3/2021 23:50:40] /b Preparem-se Itachi Uchiha está pronto para invadir a Sala de Invasão! 21:00hrs ele irá aparecer!
[11/3/2021 23:50:40] /b Preparem-se Itachi Uchiha está pronto para invadir a Sala de Invasão! 21:00hrs ele irá aparecer!
[11/3/2021 23:50:41] /b Preparem-se Itachi Uchiha está pronto para invadir a Sala de Invasão! 21:00hrs ele irá aparecer!
[11/3/2021 23:50:41] /b Preparem-se Itachi Uchiha está pronto para invadir a Sala de Invasão! 21:00hrs ele irá aparecer!
[11/3/2021 23:50:41] /b Preparem-se Itachi Uchiha está pronto para invadir a Sala de Invasão! 21:00hrs ele irá aparecer!
[11/3/2021 23:50:42] /b Preparem-se Itachi Uchiha está pronto para invadir a Sala de Invasão! 21:00hrs ele irá aparecer!
[11/3/2021 23:50:42] /b Preparem-se Itachi Uchiha está pronto para invadir a Sala de Invasão! 21:00hrs ele irá aparecer!
[11/3/2021 23:50:42] /b Preparem-se Itachi Uchiha está pronto para invadir a Sala de Invasão! 21:00hrs ele irá aparecer!
[11/3/2021 23:50:45] /b Preparem-se Itachi Uchiha está pronto para invadir a Sala de Invasão! 21:00hrs ele irá aparecer!
[11/3/2021 23:50:46] /b Preparem-se Itachi Uchiha está pronto para invadir a Sala de Invasão! 21:00hrs ele irá aparecer!
[11/3/2021 23:50:46] /b Preparem-se Itachi Uchiha está pronto para invadir a Sala de Invasão! 21:00hrs ele irá aparecer!
[11/3/2021 23:50:46] /b Preparem-se Itachi Uchiha está pronto para invadir a Sala de Invasão! 21:00hrs ele irá aparecer!
[11/3/2021 23:50:46] /b Preparem-se Itachi Uchiha está pronto para invadir a Sala de Invasão! 21:00hrs ele irá aparecer!
[11/3/2021 23:50:47] /b Preparem-se Itachi Uchiha está pronto para invadir a Sala de Invasão! 21:00hrs ele irá aparecer!
[11/3/2021 23:50:47] /b Preparem-se Itachi Uchiha está pronto para invadir a Sala de Invasão! 21:00hrs ele irá aparecer!
[11/3/2021 23:50:47] /b Preparem-se Itachi Uchiha está pronto para invadir a Sala de Invasão! 21:00hrs ele irá aparecer!
[11/3/2021 23:50:48] /b Preparem-se Itachi Uchiha está pronto para invadir a Sala de Invasão! 21:00hrs ele irá aparecer!
[11/3/2021 23:51:38] /t
[11/3/2021 23:51:41] /b Preparem-se Itachi Uchiha está pronto para invadir a Sala de Invasão! 21:00hrs ele irá aparecer!
[11/3/2021 23:51:41] /b Preparem-se Itachi Uchiha está pronto para invadir a Sala de Invasão! 21:00hrs ele irá aparecer!
[11/3/2021 23:51:42] /b Preparem-se Itachi Uchiha está pronto para invadir a Sala de Invasão! 21:00hrs ele irá aparecer!
[11/3/2021 23:51:42] /b Preparem-se Itachi Uchiha está pronto para invadir a Sala de Invasão! 21:00hrs ele irá aparecer!
[11/3/2021 23:51:42] /b Preparem-se Itachi Uchiha está pronto para invadir a Sala de Invasão! 21:00hrs ele irá aparecer!
[11/3/2021 23:51:47] /i 2898
[11/3/2021 23:53:1] /i fun coins
[11/3/2021 23:53:3] /i fun coin
[11/3/2021 23:53:52] /t
[11/3/2021 23:53:58] /reload monster
[11/3/2021 23:54:36] /b Preparem-se Itachi Uchiha está pronto para invadir a Sala de Invasão! 21:00hrs ele irá aparecer!
[11/3/2021 23:54:37] /b Preparem-se Itachi Uchiha está pronto para invadir a Sala de Invasão! 21:00hrs ele irá aparecer!
[11/3/2021 23:54:37] /b Preparem-se Itachi Uchiha está pronto para invadir a Sala de Invasão! 21:00hrs ele irá aparecer!
[11/3/2021 23:54:37] /b Preparem-se Itachi Uchiha está pronto para invadir a Sala de Invasão! 21:00hrs ele irá aparecer!
[11/3/2021 23:54:38] /b Preparem-se Itachi Uchiha está pronto para invadir a Sala de Invasão! 21:00hrs ele irá aparecer!
[11/3/2021 23:54:38] /b Preparem-se Itachi Uchiha está pronto para invadir a Sala de Invasão! 21:00hrs ele irá aparecer!
[11/3/2021 23:54:38] /b Preparem-se Itachi Uchiha está pronto para invadir a Sala de Invasão! 21:00hrs ele irá aparecer!
[11/3/2021 23:54:38] /b Preparem-se Itachi Uchiha está pronto para invadir a Sala de Invasão! 21:00hrs ele irá aparecer!
[11/3/2021 23:54:39] /b Preparem-se Itachi Uchiha está pronto para invadir a Sala de Invasão! 21:00hrs ele irá aparecer!
[11/3/2021 23:54:39] /b Preparem-se Itachi Uchiha está pronto para invadir a Sala de Invasão! 21:00hrs ele irá aparecer!
[11/3/2021 23:54:39] /b Preparem-se Itachi Uchiha está pronto para invadir a Sala de Invasão! 21:00hrs ele irá aparecer!
[11/3/2021 23:54:40] /b Preparem-se Itachi Uchiha está pronto para invadir a Sala de Invasão! 21:00hrs ele irá aparecer!
[11/3/2021 23:54:40] /b Preparem-se Itachi Uchiha está pronto para invadir a Sala de Invasão! 21:00hrs ele irá aparecer!
[11/3/2021 23:54:40] /b Preparem-se Itachi Uchiha está pronto para invadir a Sala de Invasão! 21:00hrs ele irá aparecer!
[11/3/2021 23:54:40] /b Preparem-se Itachi Uchiha está pronto para invadir a Sala de Invasão! 21:00hrs ele irá aparecer!
[11/3/2021 23:54:41] /b Preparem-se Itachi Uchiha está pronto para invadir a Sala de Invasão! 21:00hrs ele irá aparecer!
[11/3/2021 23:54:41] /b Preparem-se Itachi Uchiha está pronto para invadir a Sala de Invasão! 21:00hrs ele irá aparecer!
[11/3/2021 23:54:41] /b Preparem-se Itachi Uchiha está pronto para invadir a Sala de Invasão! 21:00hrs ele irá aparecer!
[11/3/2021 23:59:42] /b Preparem-se Itachi Uchiha está pronto para invadir a Sala de Invasão! 21:00hrs ele irá aparecer!
[11/3/2021 23:59:43] /b Preparem-se Itachi Uchiha está pronto para invadir a Sala de Invasão! 21:00hrs ele irá aparecer!
[11/3/2021 23:59:44] /b Preparem-se Itachi Uchiha está pronto para invadir a Sala de Invasão! 21:00hrs ele irá aparecer!
[11/3/2021 23:59:47] /b Preparem-se Itachi Uchiha está pronto para invadir a Sala de Invasão! 21:00hrs ele irá aparecer!
[11/3/2021 23:59:49] /goto teste four
[11/3/2021 23:59:52] /m itachi uchiha
[12/3/2021 0:0:17] /reload monster
[12/3/2021 0:0:26] /m itachi uchiha
[12/3/2021 0:1:29] /reload monster
[12/3/2021 0:1:35] /m itachi uchiha 
[12/3/2021 0:2:34] /reload monster
[12/3/2021 0:2:36] /m itachi uhciha
[12/3/2021 0:2:39] /m itachi uchiha
[12/3/2021 0:2:51] /t
[12/3/2021 0:3:2] /m itachi uchiha
[12/3/2021 0:3:9] /b Ele apareceu !!
[12/3/2021 0:15:30] /reload monster
[12/3/2021 0:15:36] /m itachi uchiha
[12/3/2021 0:15:58] /b Ele apareceu novamente, ele quer vingança!!!
[12/3/2021 0:16:2] /b Ele apareceu novamente, ele quer vingança!!!
[12/3/2021 0:16:3] /b Ele apareceu novamente, ele quer vingança!!!
[12/3/2021 0:16:3] /b Ele apareceu novamente, ele quer vingança!!!
[12/3/2021 0:16:3] /b Ele apareceu novamente, ele quer vingança!!!
[12/3/2021 0:16:4] /b Ele apareceu novamente, ele quer vingança!!!
[12/3/2021 0:16:4] /b Ele apareceu novamente, ele quer vingança!!!
[12/3/2021 0:28:23] /t
[12/3/2021 1:19:19] /goto The Nice Fox
[12/3/2021 1:19:24] /t
[12/3/2021 1:20:57] /goto sasukeeeeee
[12/3/2021 1:20:59] /goto sasukeeeeee
[12/3/2021 1:39:18] /t
[12/3/2021 1:44:27] /goto sasukeeeeee
[12/3/2021 2:54:58] /t
[12/3/2021 2:55:18] /goto adolf hitler
[12/3/2021 2:57:23] /clean
[12/3/2021 2:57:50] /reload spells
[12/3/2021 2:57:54] /clean
[12/3/2021 2:57:58] /clean
[12/3/2021 2:59:29] /reload spells
[13/3/2021 15:47:18] /reload config
[13/3/2021 15:47:29] /goto premium task
[13/3/2021 15:52:32] /c teste three
[13/3/2021 15:52:53] /c teste four
[13/3/2021 15:53:39] /c roletada
[13/3/2021 15:53:43] /c teste three
[13/3/2021 15:54:6] /c Teste Three
[13/3/2021 15:54:12] /c Teste Three
[13/3/2021 15:54:21] /c Teste Three
[13/3/2021 15:56:39] /reload config
[13/3/2021 15:58:33] /reload config
[13/3/2021 15:58:41] /r
[13/3/2021 15:59:6] /i itachi
[13/3/2021 15:59:51] /c teste three
[13/3/2021 16:2:12] /c teste one
[13/3/2021 16:2:18] /c teste one
[13/3/2021 16:2:20] /c teste one
[13/3/2021 16:2:28] /c teste one
[13/3/2021 16:2:36] /c teste one
[13/3/2021 16:2:42] /c teste one
[13/3/2021 16:2:44] /c teste one
[13/3/2021 16:2:53] /c teste one
[13/3/2021 16:2:55] /c teste one
[13/3/2021 16:3:2] /c teste one
[13/3/2021 16:3:10] /c teste one
[13/3/2021 16:3:16] /c teste one
[13/3/2021 16:3:21] /c teste one
[13/3/2021 16:3:25] /c teste one
[13/3/2021 16:3:30] /c teste one
[13/3/2021 16:3:35] /c teste one
[13/3/2021 16:3:39] /c teste one
[13/3/2021 16:3:48] /c teste one
[13/3/2021 16:5:58] /c teste one
[13/3/2021 16:6:8] /c teste one
[13/3/2021 16:6:19] /c teste one
[13/3/2021 16:6:28] /c teste one
[13/3/2021 16:10:42] /r
[13/3/2021 16:10:43] /r
[13/3/2021 16:10:43] /r
[13/3/2021 16:10:45] /r
[13/3/2021 16:10:46] /r
[13/3/2021 16:10:46] /r
[13/3/2021 16:10:47] /r
[13/3/2021 16:10:47] /r
[13/3/2021 16:10:48] /r
[13/3/2021 16:10:48] /r
[13/3/2021 16:10:50] /r
[13/3/2021 16:10:51] /r
[13/3/2021 16:10:51] /r
[13/3/2021 16:10:52] /r
[13/3/2021 16:10:53] /r
[13/3/2021 16:10:54] /r
[13/3/2021 16:10:55] /r
[13/3/2021 16:10:56] /r
[13/3/2021 16:10:56] /r
[13/3/2021 16:10:57] /r
[13/3/2021 16:10:58] /r
[13/3/2021 16:10:58] /r
[13/3/2021 16:10:58] /r
[13/3/2021 16:10:59] /r
[13/3/2021 16:11:1] /r
[13/3/2021 16:11:1] /r
[13/3/2021 16:11:2] /r
[13/3/2021 16:11:6] /r
[13/3/2021 16:11:7] /r
[13/3/2021 16:14:4] /r
[13/3/2021 16:14:9] /kick teste one
[13/3/2021 16:16:21] /r
[13/3/2021 16:30:2] /attr vocation 27
[13/3/2021 16:30:39] /c teste three
[13/3/2021 16:35:37] /reload spells
[13/3/2021 16:46:24] /reload spells
[13/3/2021 19:11:21] /ghost
[13/3/2021 19:11:27] /newtype 11
[13/3/2021 19:12:28] /newtype 344
[13/3/2021 19:12:32] /newtype 350
[13/3/2021 19:12:37] /newtype 360
[13/3/2021 19:12:48] /newtype 430
[13/3/2021 19:12:54] /newtype 433
[13/3/2021 19:13:13] /newtype 434
[13/3/2021 19:13:17] /newtype 435
[13/3/2021 19:13:21] /newtype 436
[13/3/2021 19:13:27] /newtype 437
[13/3/2021 19:13:37] /newtype 438
[13/3/2021 19:13:42] /newtype 439
[13/3/2021 19:13:47] /newtype 434
[13/3/2021 19:13:50] /newtype 433
[13/3/2021 19:14:0] /newtype 432
[13/3/2021 19:14:9] /newtype 431
[13/3/2021 19:14:13] /newtype 430
[13/3/2021 19:14:17] /newtype 440
[13/3/2021 19:14:20] /newtype 450
[13/3/2021 19:14:25] /newtype 451
[13/3/2021 19:14:29] /newtype 452
[13/3/2021 19:14:32] /newtype 453
